base,dice,iou,teacher_path,student_path,teacher_area_px,student_area_px
DSC_0018_segment_1_segmented_smoothed,0.718203040298556,0.5603095208353746,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0018_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p017067296341357202_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0018_segment_1_segmented_smoothed_mask.png,530138,644023
DSC_0024_segment_1_segmented_smoothed,0.7436639324459536,0.5919307354550354,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0024_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p04077500658462159_e79__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0024_segment_1_segmented_smoothed_mask.png,948339,790121
DSC_0034_segment_1_segmented_smoothed,0.40029107451029894,0.25022744333801994,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0034_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p09161772926350421_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0034_segment_1_segmented_smoothed_mask.png,203838,802090
DSC_0036_segment_1_segmented_smoothed,0.32133199412809554,0.1914208128135467,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0036_segment_1_segmented_smoothed__fused_INNER_mu0p15902600300777936_b0p25_e78__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0036_segment_1_segmented_smoothed_mask.png,114087,584835
DSC_0037_segment_1_segmented_smoothed,0.7555137472035175,0.607088865389878,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0037_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p04605780529185466_e67__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0037_segment_1_segmented_smoothed_mask.png,517156,508689
DSC_0040_segment_1_segmented_smoothed,0.8065975771319968,0.6758806264139876,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0040_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p05692551986847515_e73__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0040_segment_1_segmented_smoothed_mask.png,1152521,994934
DSC_0044_segment_1_segmented_smoothed,0.7039399981011997,0.5431384326882152,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0044_segment_1_segmented_smoothed__fused_INNER_mu0p2847156791014477_b0p01_e72__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0044_segment_1_segmented_smoothed_mask.png,694039,464591
DSC_0050_segment_1_segmented_smoothed,0.30132972203088715,0.17739153144608458,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0050_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p22155840772362317_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0050_segment_1_segmented_smoothed_mask.png,138055,718515
DSC_0057_segment_1_segmented_smoothed,0.7737751823759035,0.6310222817665291,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0057_segment_1_segmented_smoothed__fused_INNER_mu0p06831355979417611_b0p21854277308854908_e60__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0057_segment_1_segmented_smoothed_mask.png,1171336,1090613
DSC_0059_segment_1_segmented_smoothed,0.7390886279421501,0.5861543041966006,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0059_segment_1_segmented_smoothed__fused_INNER_mu0p5125060148814815_b0p059102845720010164_e54__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0059_segment_1_segmented_smoothed_mask.png,632416,539641
DSC_0060_segment_1_segmented_smoothed,0.8043595943941921,0.6727437368484036,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0060_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p23969220217572187_e74__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0060_segment_1_segmented_smoothed_mask.png,880612,990663
DSC_0064_segment_1_segmented_smoothed,0.8493138654766963,0.7380934209557871,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0064_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p1589525734203885_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0064_segment_1_segmented_smoothed_mask.png,596939,678394
DSC_0068_segment_1_segmented_smoothed,0.800813688080421,0.6677975558264426,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0068_segment_1_segmented_smoothed__fused_INNER_mu0p404776107953811_b0p17341003800728538_e65__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0068_segment_1_segmented_smoothed_mask.png,569044,578816
DSC_0069_segment_1_segmented_smoothed,0.7252702141454748,0.5689599648440663,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0069_segment_1_segmented_smoothed__fused_INNER_mu0p09108013255258661_b0p01_e60__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0069_segment_1_segmented_smoothed_mask.png,1111832,758999
DSC_0070_segment_1_segmented_smoothed,0.7175757237912274,0.5595462727145142,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0070_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p25_e77__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0070_segment_1_segmented_smoothed_mask.png,594506,984126
DSC_0084_segment_1_segmented_smoothed,0.7099925576424859,0.5503786523471217,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0084_segment_1_segmented_smoothed__fused_INNER_mu0p28299170585275846_b0p25_e73__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0084_segment_1_segmented_smoothed_mask.png,1018283,658605
DSC_0089_segment_1_segmented_smoothed,0.6654116621839807,0.4985894476441256,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0089_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p2018143248660878_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0089_segment_1_segmented_smoothed_mask.png,481864,885993
DSC_0090_segment_1_segmented_smoothed,0.7382948348547526,0.5851563861750222,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0090_segment_1_segmented_smoothed__fused_INNER_mu0p05587762734433481_b0p15048525423827286_e56__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0090_segment_1_segmented_smoothed_mask.png,591610,481506
DSC_0091_segment_1_segmented_smoothed,0.8195810213084223,0.6943136598980116,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0091_segment_1_segmented_smoothed__fused_INNER_mu0p10636199818510604_b0p1403812280575659_e72__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0091_segment_1_segmented_smoothed_mask.png,162922,176427
DSC_0092_segment_1_segmented_smoothed,0.7622455027338242,0.6158293138238587,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0092_segment_1_segmented_smoothed__fused_INNER_mu0p2555282313385257_b0p08266905915453725_e66__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0092_segment_1_segmented_smoothed_mask.png,318003,280972
DSC_0093_segment_1_segmented_smoothed,0.7845513679808787,0.6454829495159908,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0093_segment_1_segmented_smoothed__fused_INNER_mu0p10237032977914005_b0p10775698302768587_e63__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0093_segment_1_segmented_smoothed_mask.png,177773,166128
DSC_0094_segment_1_segmented_smoothed,0.7367518519886037,0.5832202114433317,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0094_segment_1_segmented_smoothed__fused_INNER_mu0p05503897631671567_b0p024917583616658072_e79__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0094_segment_1_segmented_smoothed_mask.png,1229909,1099209
DSC_0096_segment_1_segmented_smoothed,0.6956020177373272,0.5332743742294831,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0096_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p11904664214015678_e75__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0096_segment_1_segmented_smoothed_mask.png,156352,129711
DSC_0099_segment_1_segmented_smoothed,0.7038251147889347,0.5430016603618468,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0099_segment_1_segmented_smoothed__fused_INNER_mu0p05560788224617071_b0p042347412386385015_e63__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0099_segment_1_segmented_smoothed_mask.png,485738,415699
DSC_0100_segment_1_segmented_smoothed,0.6831517941005979,0.5187779358624011,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0100_segment_1_segmented_smoothed__fused_INNER_mu0p21047087630468203_b0p0636060690027903_e44__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0100_segment_1_segmented_smoothed_mask.png,736326,469933
DSC_0103_segment_1_segmented_smoothed,0.643666287917887,0.47456336311938496,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0103_segment_1_segmented_smoothed__fused_INNER_mu0p48040439502692606_b0p11126582665862514_e58__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0103_segment_1_segmented_smoothed_mask.png,137050,95294
DSC_0105_segment_1_segmented_smoothed,0.6861051790549033,0.5221918589810571,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0105_segment_1_segmented_smoothed__fused_INNER_mu0p22094496295710314_b0p01_e72__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0105_segment_1_segmented_smoothed_mask.png,79226,123533
DSC_0106_segment_1_segmented_smoothed,0.0,0.0,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0106_segment_1_segmented_smoothed__fused_INNER_mu0p06871186194954564_b0p15054609792359558_e54__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0106_segment_1_segmented_smoothed_mask.png,0,343406
DSC_0107_segment_1_segmented_smoothed,0.34072488584474075,0.20534562529023678,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0107_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p14230430261483976_e67__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0107_segment_1_segmented_smoothed_mask.png,83296,337184
DSC_0109_segment_1_segmented_smoothed,0.7420100775679871,0.5898378550867036,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0109_segment_1_segmented_smoothed__fused_INNER_mu0p14622030562160304_b0p06130185979755889_e76__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0109_segment_1_segmented_smoothed_mask.png,244397,233893
DSC_0110_segment_1_segmented_smoothed,0.0,0.0,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0110_segment_1_segmented_smoothed__fused_INNER_mu0p07063078851293966_b0p0642611632958932_e73__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0110_segment_1_segmented_smoothed_mask.png,0,602024
DSC_0111_segment_1_segmented_smoothed,0.618991751990862,0.44821727378037085,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0111_segment_1_segmented_smoothed__fused_INNER_mu0p07435242792386045_b0p01794547673413934_e79__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0111_segment_1_segmented_smoothed_mask.png,85463,83305
DSC_0112_segment_1_segmented_smoothed,0.22688007886136763,0.12795529290296032,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0112_segment_1_segmented_smoothed__fused_INNER_mu0p10864964653980265_b0p1694355387621186_e76__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0112_segment_1_segmented_smoothed_mask.png,43977,268470
DSC_0113_segment_1_segmented_smoothed,0.5252301214198395,0.356143781513565,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0113_segment_1_segmented_smoothed__fused_INNER_mu0p5520230126177482_b0p20116729394437616_e58__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0113_segment_1_segmented_smoothed_mask.png,574035,251942
DSC_0114_segment_1_segmented_smoothed,0.8117557464943864,0.6831556257053267,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0114_segment_1_segmented_smoothed__fused_INNER_mu0p07603501265161866_b0p23420568674104694_e56__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0114_segment_1_segmented_smoothed_mask.png,430665,414981
DSC_0118_segment_1_segmented_smoothed,0.8148059106642064,0.6874873221151818,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0118_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e68__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0118_segment_1_segmented_smoothed_mask.png,735355,762074
DSC_0119_segment_1_segmented_smoothed,0.5753267502762875,0.40383066811134477,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0119_segment_1_segmented_smoothed__fused_INNER_mu0p07451513035617621_b0p023846587720075644_e79__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0119_segment_1_segmented_smoothed_mask.png,364497,301455
DSC_0120_segment_1_segmented_smoothed,0.7660770307226371,0.6208467220375061,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0120_segment_1_segmented_smoothed__fused_INNER_mu0p11315840409693259_b0p1137282821951122_e73__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0120_segment_1_segmented_smoothed_mask.png,194607,242725
DSC_0121_segment_1_segmented_smoothed,0.64498030033454,0.4759933014212109,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0121_segment_1_segmented_smoothed__fused_INNER_mu0p05007948930352271_b0p12977435736916665_e51__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0121_segment_1_segmented_smoothed_mask.png,276726,221252
DSC_0122_segment_1_segmented_smoothed,0.6071075949166108,0.43586108496317394,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0122_segment_1_segmented_smoothed__fused_INNER_mu0p0719451627610609_b0p023943384346886643_e66__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0122_segment_1_segmented_smoothed_mask.png,792625,467323
DSC_0127_segment_1_segmented_smoothed,0.42766801767165974,0.27199600496477877,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0127_segment_1_segmented_smoothed__fused_INNER_mu0p32159020818050876_b0p08905776461440489_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0127_segment_1_segmented_smoothed_mask.png,153025,460839
DSC_0128_segment_1_segmented_smoothed,0.0,0.0,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0128_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p0391093138457278_e75__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0128_segment_1_segmented_smoothed_mask.png,0,379564
DSC_0129_segment_1_segmented_smoothed,0.0,0.0,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0129_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p10692678550598882_e73__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0129_segment_1_segmented_smoothed_mask.png,0,321929
DSC_0130_segment_1_segmented_smoothed,0.6913926287684995,0.5283423003477703,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0130_segment_1_segmented_smoothed__fused_INNER_mu0p07027082345489012_b0p17921434196050393_e62__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0130_segment_1_segmented_smoothed_mask.png,236717,184271
DSC_0132_segment_1_segmented_smoothed,0.5296472448454483,0.36021780690972766,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0132_segment_1_segmented_smoothed__fused_INNER_mu0p4509865861143679_b0p17668866690993432_e76__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0132_segment_1_segmented_smoothed_mask.png,346271,211538
DSC_0133_segment_1_segmented_smoothed,0.07762154193238333,0.04037786711905253,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0133_segment_1_segmented_smoothed__fused_INNER_mu0p4923661815615094_b0p1571512733997572_e77__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0133_segment_1_segmented_smoothed_mask.png,23533,334615
DSC_0135_segment_1_segmented_smoothed,0.5709137530752867,0.39949565976430773,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0135_segment_1_segmented_smoothed__fused_INNER_mu0p07008519842308043_b0p1472276964183361_e73__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0135_segment_1_segmented_smoothed_mask.png,333294,215027
DSC_0137_segment_1_segmented_smoothed,0.0,0.0,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0137_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p10803709442621255_e66__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0137_segment_1_segmented_smoothed_mask.png,0,287827
DSC_0138_segment_1_segmented_smoothed,0.620573190007138,0.44987757633212094,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0138_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p11499846137114647_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0138_segment_1_segmented_smoothed_mask.png,148671,258140
DSC_0139_segment_1_segmented_smoothed,0.38418166665781567,0.23776290857101998,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0139_segment_1_segmented_smoothed__fused_INNER_mu0p23076267942641765_b0p23848197313450029_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0139_segment_1_segmented_smoothed_mask.png,587648,354297
DSC_0140_segment_1_segmented_smoothed,0.4917880695067765,0.32607358393322705,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0140_segment_1_segmented_smoothed__fused_INNER_mu0p4307629258247152_b0p02265036188888716_e41__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0140_segment_1_segmented_smoothed_mask.png,524408,273212
DSC_0142_segment_1_segmented_smoothed,0.6658263271041871,0.49905521344834863,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0142_segment_1_segmented_smoothed__fused_INNER_mu0p3932247071639838_b0p01_e72__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0142_segment_1_segmented_smoothed_mask.png,144808,100331
DSC_0146_segment_1_segmented_smoothed,0.6968551392797104,0.5347487913926442,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0146_segment_1_segmented_smoothed__fused_INNER_mu0p09991885048998449_b0p013455262694892474_e41__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0146_segment_1_segmented_smoothed_mask.png,544123,393343
DSC_0147_segment_1_segmented_smoothed,0.7714587088752927,0.6279469110631488,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0147_segment_1_segmented_smoothed__fused_INNER_mu0p09121519979871637_b0p03633751145048464_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0147_segment_1_segmented_smoothed_mask.png,356648,301290
DSC_0148_segment_1_segmented_smoothed,0.6731709868954338,0.5073532310846308,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0148_segment_1_segmented_smoothed__fused_INNER_mu0p17599462983329262_b0p1265864119704713_e77__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0148_segment_1_segmented_smoothed_mask.png,220131,162179
DSC_0149_segment_1_segmented_smoothed,0.712037796755143,0.5528405996396899,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0149_segment_1_segmented_smoothed__fused_INNER_mu0p3797388710905445_b0p11716137496793524_e79__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0149_segment_1_segmented_smoothed_mask.png,357285,272822
DSC_0154_segment_1_segmented_smoothed,0.6216947340925213,0.45105735969396904,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0154_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p14327004437593635_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0154_segment_1_segmented_smoothed_mask.png,191974,141093
DSC_0156_segment_1_segmented_smoothed,0.8102658728612622,0.681047852943345,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0156_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p01_e68__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0156_segment_1_segmented_smoothed_mask.png,259772,304934
DSC_0157_segment_1_segmented_smoothed,0.3886589928057498,0.2412021980887229,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0157_segment_1_segmented_smoothed__fused_INNER_mu0p31183889115149704_b0p10275625122907037_e66__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0157_segment_1_segmented_smoothed_mask.png,505337,189663
DSC_0160_segment_1_segmented_smoothed,0.6779484363639888,0.5128002984236418,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0160_segment_1_segmented_smoothed__fused_INNER_mu0p05565804255269183_b0p012340862506199476_e75__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0160_segment_1_segmented_smoothed_mask.png,172442,220936
DSC_0161_segment_1_segmented_smoothed,0.3712787644028789,0.22795721962006643,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0161_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p1899522936613702_e68__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0161_segment_1_segmented_smoothed_mask.png,771440,225843
DSC_0162_segment_1_segmented_smoothed,0.6604491253023969,0.4930377321066584,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0162_segment_1_segmented_smoothed__fused_INNER_mu0p19888572231204718_b0p06578396188401817_e41__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0162_segment_1_segmented_smoothed_mask.png,632440,368706
DSC_0163_segment_1_segmented_smoothed,0.09600584383396832,0.05042339206927505,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0163_segment_1_segmented_smoothed__fused_INNER_mu0p25211675549051565_b0p17490574233106546_e74__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0163_segment_1_segmented_smoothed_mask.png,12989,216997
DSC_0165_segment_1_segmented_smoothed,0.7443671299710144,0.5928222713330459,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0165_segment_1_segmented_smoothed__fused_INNER_mu0p1633960183460886_b0p05251039031743101_e75__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0165_segment_1_segmented_smoothed_mask.png,316111,256155
DSC_0166_segment_1_segmented_smoothed,0.6856754194043173,0.5216941306032282,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0166_segment_1_segmented_smoothed__fused_INNER_mu0p11515194165942863_b0p1350620958415102_e72__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0166_segment_1_segmented_smoothed_mask.png,113921,184538
DSC_0171_segment_1_segmented_smoothed,0.0,0.0,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0171_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p23469428233349593_e78__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0171_segment_1_segmented_smoothed_mask.png,0,324926
DSC_0172_segment_1_segmented_smoothed,0.6824442761306891,0.5179623630084743,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0172_segment_1_segmented_smoothed__fused_INNER_mu0p08022215301132447_b0p2108640124584958_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0172_segment_1_segmented_smoothed_mask.png,181338,188342
DSC_0173_segment_1_segmented_smoothed,0.6564374557454032,0.4885797528016027,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0173_segment_1_segmented_smoothed__fused_INNER_mu0p08623021644986276_b0p06988228409240126_e70__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0173_segment_1_segmented_smoothed_mask.png,230686,368122
DSC_0174_segment_1_segmented_smoothed,0.7029642664730996,0.5419775633795367,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0174_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p12393514906451111_e79__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0174_segment_1_segmented_smoothed_mask.png,326082,384819
DSC_0175_segment_1_segmented_smoothed,0.6461362607346612,0.47725353888662453,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0175_segment_1_segmented_smoothed__fused_INNER_mu0p6_b0p1115093726009877_e76__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0175_segment_1_segmented_smoothed_mask.png,407260,266375
DSC_0176_segment_1_segmented_smoothed,0.6899787064687887,0.5266927414659996,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0176_segment_1_segmented_smoothed__fused_INNER_mu0p14184525015332067_b0p14850578494552727_e80__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0176_segment_1_segmented_smoothed_mask.png,652690,577261
DSC_0178_segment_1_segmented_smoothed,0.5920503552480416,0.4205053479397301,/deltos/e/lesion_phes/code/python/pipeline/segmentors_backbones/cpu_output_3/DSC_0178_segment_1_segmented_smoothed__fused_INNER_mu0p05_b0p23979928605926937_e75__mask16.tif,experiments/exp_v1/outputs/unet_infer_on_leaves/DSC_0178_segment_1_segmented_smoothed_mask.png,277609,238087
